<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<OPENINT>
NASDAQ 100;D;20180831;000000;7634.44;7676.38;7628.54;7655.4;0;0
NASDAQ 100;D;20180901;000000;7654.55;7654.55;7654.55;7654.55;0;0
NASDAQ 100;D;20180902;000000;7654.55;7654.55;7654.55;7654.55;0;0
NASDAQ 100;D;20180903;000000;7654.55;7654.55;7654.55;7654.55;0;0
NASDAQ 100;D;20180904;000000;7628.21;7643.45;7581.35;7622.32;0;0
NASDAQ 100;D;20180905;000000;7599.95;7607.18;7498.55;7523.26;0;0
NASDAQ 100;D;20180906;000000;7527.22;7532.3;7405.32;7453.31;0;0
NASDAQ 100;D;20180907;000000;7453.17;7489.12;7401.24;7431.37;0;0
NASDAQ 100;D;20180908;000000;7430.26;7430.26;7430.26;7430.26;0;0
NASDAQ 100;D;20180909;000000;7430.26;7430.26;7430.26;7430.26;0;0
NASDAQ 100;D;20180910;000000;7466.76;7473.75;7410.74;7447.68;0;0
NASDAQ 100;D;20180911;000000;7415.09;7519.44;7402.05;7507.76;0;0
NASDAQ 100;D;20180912;000000;7507.87;7507.87;7423.02;7488.06;0;0
NASDAQ 100;D;20180913;000000;7535.27;7578.67;7532.09;7561.69;0;0
NASDAQ 100;D;20180914;000000;7575.68;7581.3;7515.07;7545.5;0;0
NASDAQ 100;D;20180915;000000;7545.5;7545.5;7545.5;7545.5;0;0
NASDAQ 100;D;20180916;000000;7545.5;7545.5;7545.5;7545.5;0;0
NASDAQ 100;D;20180917;000000;7522.59;7533.92;7427.79;7434.73;0;0
NASDAQ 100;D;20180918;000000;7440.75;7531.2;7437;7496.06;0;0
NASDAQ 100;D;20180919;000000;7494.4;7513.34;7441.56;7490.92;0;0
NASDAQ 100;D;20180920;000000;7490.32;7582.43;7490.32;7569.03;0;0
NASDAQ 100;D;20180921;000000;7587.39;7603.86;7522.12;7531.07;0;0
NASDAQ 100;D;20180922;000000;7531.07;7531.07;7531.07;7531.07;0;0
NASDAQ 100;D;20180923;000000;7531.07;7531.07;7531.07;7531.07;0;0
NASDAQ 100;D;20180924;000000;7477.87;7553.29;7448.63;7548.58;0;0
NASDAQ 100;D;20180925;000000;7548.75;7568.17;7525.51;7563.25;0;0
NASDAQ 100;D;20180926;000000;7563.19;7637.62;7554.4;7562.64;0;0
NASDAQ 100;D;20180927;000000;7563.09;7657.77;7563.09;7629.57;0;0
NASDAQ 100;D;20180928;000000;7612.78;7649.3;7598.69;7628.41;0;0
NASDAQ 100;D;20180929;000000;7627.65;7627.65;7627.65;7627.65;0;0
NASDAQ 100;D;20180930;000000;7627.65;7627.65;7627.65;7627.65;0;0
NASDAQ 100;D;20181001;000000;7672.31;7700.56;7627.47;7645.21;0;0
NASDAQ 100;D;20181002;000000;7645.45;7685.36;7610.31;7626.37;0;0
NASDAQ 100;D;20181003;000000;7628.28;7676.79;7625.6;7637.43;0;0
NASDAQ 100;D;20181004;000000;7603.01;7608.08;7436.26;7490.72;0;0
NASDAQ 100;D;20181005;000000;7490;7509.94;7327.44;7399.01;0;0
NASDAQ 100;D;20181006;000000;7399.01;7399.01;7399.01;7399.01;0;0
NASDAQ 100;D;20181007;000000;7399.01;7399.01;7399.01;7399.01;0;0
NASDAQ 100;D;20181008;000000;7355.72;7415.54;7267.11;7353.35;0;0
NASDAQ 100;D;20181009;000000;7352.82;7430.26;7339.86;7371.62;0;0
NASDAQ 100;D;20181010;000000;7319.81;7329.17;7044.07;7048.77;0;0
NASDAQ 100;D;20181011;000000;7044.5;7119.86;6899.92;6967.54;0;0
NASDAQ 100;D;20181012;000000;6964.03;7179.04;6964.03;7157.21;0;0
NASDAQ 100;D;20181013;000000;7157.21;7157.21;7157.21;7157.21;0;0
NASDAQ 100;D;20181014;000000;7157.21;7157.21;7157.21;7157.21;0;0
NASDAQ 100;D;20181015;000000;7129.39;7144.16;7047.47;7068.67;0;0
NASDAQ 100;D;20181016;000000;7140.66;7289.79;7133.29;7276.43;0;0
NASDAQ 100;D;20181017;000000;7310.11;7311.85;7205.76;7276.63;0;0
NASDAQ 100;D;20181018;000000;7278.63;7278.63;7081.89;7116.09;0;0
NASDAQ 100;D;20181019;000000;7169.45;7227.95;7080.86;7107.23;0;0
NASDAQ 100;D;20181020;000000;7107.23;7107.23;7107.23;7107.23;0;0
NASDAQ 100;D;20181021;000000;7107.23;7107.23;7107.23;7107.23;0;0
NASDAQ 100;D;20181022;000000;7146.39;7193.63;7089.05;7140.65;0;0
NASDAQ 100;D;20181023;000000;7141.21;7149.13;6933.56;7120.21;0;0
NASDAQ 100;D;20181024;000000;7118.67;7118.67;6777.47;6783.63;0;0
NASDAQ 100;D;20181025;000000;6789.15;7063.92;6789.15;7016.39;0;0
NASDAQ 100;D;20181026;000000;6809.46;6976.71;6743.97;6849.12;0;0
NASDAQ 100;D;20181027;000000;6852.4;6852.4;6852.4;6852.4;0;0
NASDAQ 100;D;20181028;000000;6852.4;6852.4;6852.4;6852.4;0;0
NASDAQ 100;D;20181029;000000;6954.69;6973.19;6574.75;6717.87;0;0
NASDAQ 100;D;20181030;000000;6713.9;6816.27;6652.53;6810.92;0;0
NASDAQ 100;D;20181031;000000;6810.12;7030.51;6810.12;6965.55;0;0
NASDAQ 100;D;20181101;000000;6967.1;7071.84;6932.25;7069.17;0;0
NASDAQ 100;D;20181102;000000;7045.97;7085.15;6909.07;6956.5;0;0
NASDAQ 100;D;20181103;000000;6965.29;6965.29;6965.29;6965.29;0;0
NASDAQ 100;D;20181104;000000;6965.29;6965.29;6965.29;6965.29;0;0
NASDAQ 100;D;20181105;000000;6948.03;6952.93;6859.8;6936.25;0;0
NASDAQ 100;D;20181106;000000;6936.83;7024.78;6928;6993.1;0;0
NASDAQ 100;D;20181107;000000;6992.28;7205.75;6988.85;7203.8;0;0
NASDAQ 100;D;20181108;000000;7204.11;7204.31;7125.16;7156.08;0;0
NASDAQ 100;D;20181109;000000;7156.59;7158.59;6982.89;7039.62;0;0
NASDAQ 100;D;20181110;000000;7040.03;7040.03;7038.11;7039.15;0;0
NASDAQ 100;D;20181111;000000;7039.15;7039.15;7039.15;7039.15;0;0
NASDAQ 100;D;20181112;000000;6991.38;6998.8;6819.66;6830.84;0;0
NASDAQ 100;D;20181113;000000;6828.37;6951.42;6811.73;6834.62;0;0
NASDAQ 100;D;20181114;000000;6833.14;6916.09;6736.22;6769.65;0;0
NASDAQ 100;D;20181115;000000;6769.24;6908.83;6702.42;6885.83;0;0
NASDAQ 100;D;20181116;000000;6889.99;6898.13;6797.82;6865.01;0;0
NASDAQ 100;D;20181117;000000;6866.8;6869.85;6866.8;6867.02;0;0
NASDAQ 100;D;20181118;000000;6867.02;6867.02;6867.02;6867.02;0;0
NASDAQ 100;D;20181119;000000;6834.5;6841.44;6623.37;6642.67;0;0
NASDAQ 100;D;20181120;000000;6641.92;6642.92;6442.36;6532.39;0;0
NASDAQ 100;D;20181121;000000;6532.53;6639.37;6526.96;6580.02;0;0
NASDAQ 100;D;20181122;000000;6579.95;6579.95;6575.66;6575.66;0;0
NASDAQ 100;D;20181123;000000;6524.55;6591.51;6524.55;6527.35;0;0
NASDAQ 100;D;20181124;000000;6527.35;6527.35;6527.35;6527.35;0;0
NASDAQ 100;D;20181125;000000;6527.35;6527.35;6527.35;6527.35;0;0
NASDAQ 100;D;20181126;000000;6616.79;6679.91;6590.89;6677.85;0;0
NASDAQ 100;D;20181127;000000;6677.48;6715.41;6609.08;6697.04;0;0
NASDAQ 100;D;20181128;000000;6699.6;6913.14;6699.6;6912.1;0;0
NASDAQ 100;D;20181129;000000;6912.25;6938.02;6839.55;6891.57;0;0
NASDAQ 100;D;20181130;000000;6889.86;6945.59;6872.29;6945.45;0;0
NASDAQ 100;D;20181201;000000;6945.4;6949.01;6941.29;6949.01;0;0
NASDAQ 100;D;20181202;000000;6949.01;6949.01;6949.01;6949.01;0;0
NASDAQ 100;D;20181203;000000;7105.24;7105.24;7013.24;7059.24;0;0
NASDAQ 100;D;20181204;000000;7059.27;7062.13;6785.99;6796.57;0;0
NASDAQ 100;D;20181205;000000;6796.34;6797.34;6795.21;6795.21;0;0
NASDAQ 100;D;20181206;000000;6662.66;6835.12;6631.13;6834.49;0;0
NASDAQ 100;D;20181207;000000;6838.85;6849.38;6594.54;6614.79;0;0
NASDAQ 100;D;20181208;000000;6613.8;6613.8;6613.27;6613.27;0;0
NASDAQ 100;D;20181209;000000;6613.27;6613.27;6613.27;6613.27;0;0
NASDAQ 100;D;20181210;000000;6603.48;6710.39;6534.33;6686.8;0;0
NASDAQ 100;D;20181211;000000;6685.25;6788.4;6651.12;6706.28;0;0
NASDAQ 100;D;20181212;000000;6704.49;6867.66;6704.24;6762.08;0;0
NASDAQ 100;D;20181213;000000;6764.84;6833.5;6724.04;6769.06;0;0
NASDAQ 100;D;20181214;000000;6770.9;6770.9;6585.31;6595.39;0;0
NASDAQ 100;D;20181215;000000;6595.6;6595.6;6594.01;6594.96;0;0
NASDAQ 100;D;20181216;000000;6594.96;6594.96;6594.96;6594.96;0;0
NASDAQ 100;D;20181217;000000;6572.2;6621.63;6399.55;6451.41;0;0
NASDAQ 100;D;20181218;000000;6448.39;6550.99;6435.51;6495.75;0;0
NASDAQ 100;D;20181219;000000;6494.71;6575.39;6286.1;6349.56;0;0
NASDAQ 100;D;20181220;000000;6349.49;6380.97;6161.85;6241.7;0;0
NASDAQ 100;D;20181221;000000;6242.36;6308.31;6014.29;6054.48;0;0
NASDAQ 100;D;20181222;000000;6053.77;6053.77;6046.56;6046.56;0;0
NASDAQ 100;D;20181223;000000;6046.56;6046.56;6046.56;6046.56;0;0
NASDAQ 100;D;20181224;000000;5998.65;6074.85;5906.36;5906.36;0;0
NASDAQ 100;D;20181225;000000;5899.35;5899.35;5899.35;5899.35;0;0
NASDAQ 100;D;20181226;000000;5969.08;6262.96;5922.45;6262.7;0;0
NASDAQ 100;D;20181227;000000;6260.41;6285.37;6043.45;6279.65;0;0
NASDAQ 100;D;20181228;000000;6283.66;6388.36;6233.69;6295.18;0;0
NASDAQ 100;D;20181229;000000;6294.05;6294.05;6285.27;6285.27;0;0
NASDAQ 100;D;20181230;000000;6285.27;6285.27;6285.27;6285.27;0;0
NASDAQ 100;D;20181231;000000;6354.84;6365.15;6275.59;6316.62;0;0
NASDAQ 100;D;20190101;000000;6321.94;6329.96;6321.94;6329.96;0;0
NASDAQ 100;D;20190102;000000;6198.68;6394.74;6198.68;6365.82;0;0
NASDAQ 100;D;20190103;000000;6362.41;6362.41;6139.57;6139.57;0;0
NASDAQ 100;D;20190104;000000;6139.42;6445.2;6139.42;6421.82;0;0
NASDAQ 100;D;20190105;000000;6420.62;6422.72;6420.62;6422.67;0;0
NASDAQ 100;D;20190106;000000;6422.67;6422.67;6422.67;6422.67;0;0
NASDAQ 100;D;20190107;000000;6433.1;6521.44;6413.03;6485.54;0;0
NASDAQ 100;D;20190108;000000;6487.32;6574.73;6457;6548.53;0;0
NASDAQ 100;D;20190109;000000;6548.69;6630.81;6548.69;6604.01;0;0
NASDAQ 100;D;20190110;000000;6602.03;6625.08;6517.54;6622.25;0;0
NASDAQ 100;D;20190111;000000;6623.07;6623.38;6562.04;6600.97;0;0
NASDAQ 100;D;20190112;000000;6599.26;6601.4;6599.26;6601.4;0;0
NASDAQ 100;D;20190113;000000;6601.4;6601.4;6601.4;6601.4;0;0
NASDAQ 100;D;20190114;000000;6536.3;6566.82;6512.64;6546.55;0;0
NASDAQ 100;D;20190115;000000;6546.66;6674.53;6541.04;6667.68;0;0
NASDAQ 100;D;20190116;000000;6668.3;6719.48;6665.37;6670.38;0;0
NASDAQ 100;D;20190117;000000;6669.47;6747.28;6637.5;6714.91;0;0
NASDAQ 100;D;20190118;000000;6712.71;6816.23;6712.71;6781.08;0;0
NASDAQ 100;D;20190119;000000;6783.57;6784.75;6782.62;6784.61;0;0
NASDAQ 100;D;20190120;000000;6784.61;6784.61;6784.61;6784.61;0;0
NASDAQ 100;D;20190121;000000;6784.61;6784.61;6784.61;6784.61;0;0
NASDAQ 100;D;20190122;000000;6737.04;6738.45;6603.58;6639.54;0;0
NASDAQ 100;D;20190123;000000;6647.83;6712.54;6584.52;6657.79;0;0
NASDAQ 100;D;20190124;000000;6658.71;6710.73;6656.52;6701.48;0;0
NASDAQ 100;D;20190125;000000;6702.1;6800.97;6699.96;6781.97;0;0
NASDAQ 100;D;20190126;000000;6783.26;6787.37;6783.26;6787.37;0;0
NASDAQ 100;D;20190127;000000;6787.37;6787.37;6787.37;6787.37;0;0
NASDAQ 100;D;20190128;000000;6694.02;6696.25;6644.31;6695.07;0;0
NASDAQ 100;D;20190129;000000;6696.39;6701.47;6613.42;6632.24;0;0
NASDAQ 100;D;20190130;000000;6632.53;6826.92;6631.78;6804.83;0;0
NASDAQ 100;D;20190131;000000;6804.01;6936.34;6803.53;6908.87;0;0
NASDAQ 100;D;20190201;000000;6908.72;6921.91;6857.31;6875.29;0;0
NASDAQ 100;D;20190202;000000;6875.11;6875.55;6875.11;6875.52;0;0
NASDAQ 100;D;20190203;000000;6875.52;6875.52;6875.52;6875.52;0;0
NASDAQ 100;D;20190204;000000;6876.56;6954.99;6873.02;6954.99;0;0
NASDAQ 100;D;20190205;000000;6954.68;7029.77;6954.68;7022.53;0;0
NASDAQ 100;D;20190206;000000;7022.41;7034.54;6969.83;6995.53;0;0
NASDAQ 100;D;20190207;000000;6994.73;6997.62;6854.35;6902.51;0;0
NASDAQ 100;D;20190208;000000;6903.64;6909.98;6836.87;6908.9;0;0
NASDAQ 100;D;20190209;000000;6909.09;6913.17;6909.09;6913.13;0;0
NASDAQ 100;D;20190210;000000;6913.13;6913.13;6913.13;6913.13;0;0
NASDAQ 100;D;20190211;000000;6940.62;6958.17;6893.8;6911.33;0;0
NASDAQ 100;D;20190212;000000;6911.72;7021.76;6907.89;7015.08;0;0
NASDAQ 100;D;20190213;000000;7015.83;7062.51;7009.73;7014.04;0;0
NASDAQ 100;D;20190214;000000;7013.1;7047.59;6969.69;7025.11;0;0
NASDAQ 100;D;20190215;000000;7024.97;7073.97;7021.97;7054.13;0;0
NASDAQ 100;D;20190216;000000;7054.09;7055.18;7051.91;7055.18;0;0
NASDAQ 100;D;20190217;000000;7055.18;7055.18;7055.18;7055.18;0;0
NASDAQ 100;D;20190218;000000;7055.18;7055.18;7055.18;7055.18;0;0
NASDAQ 100;D;20190219;000000;7033.28;7089.1;7033.02;7063.89;0;0
NASDAQ 100;D;20190220;000000;7063.95;7096.15;7027.37;7060.4;0;0
NASDAQ 100;D;20190221;000000;7061.72;7063.63;7001.8;7034.82;0;0
NASDAQ 100;D;20190222;000000;7034.2;7094.29;7034.2;7087.03;0;0
NASDAQ 100;D;20190223;000000;7087.25;7090.63;7087.25;7090.63;0;0
NASDAQ 100;D;20190224;000000;7090.63;7090.63;7090.63;7090.63;0;0
NASDAQ 100;D;20190225;000000;7143.91;7161.73;7111.82;7112.28;0;0
NASDAQ 100;D;20190226;000000;7111.79;7144.65;7087.14;7122.27;0;0
NASDAQ 100;D;20190227;000000;7122.29;7125.78;7045.41;7115.52;0;0
NASDAQ 100;D;20190228;000000;7116.3;7125.92;7081.92;7096.2;0;0
NASDAQ 100;D;20190301;000000;7096.01;7159.96;7094.34;7150.57;0;0
NASDAQ 100;D;20190302;000000;7150.87;7151.77;7150.87;7151.57;0;0
NASDAQ 100;D;20190303;000000;7151.57;7151.57;7151.57;7151.57;0;0
NASDAQ 100;D;20190304;000000;7193.17;7205.89;7073.4;7150.64;0;0
NASDAQ 100;D;20190305;000000;7150.13;7178.3;7120.69;7161.44;0;0
NASDAQ 100;D;20190306;000000;7156.6;7162.24;7104.55;7114.03;0;0
NASDAQ 100;D;20190307;000000;7113.79;7113.79;7001.81;7028.14;0;0
NASDAQ 100;D;20190308;000000;7026.34;7028.93;6940.96;7018.76;0;0
NASDAQ 100;D;20190309;000000;7018.04;7018.04;7015.69;7015.69;0;0
NASDAQ 100;D;20190310;000000;7015.69;7015.69;7015.69;7015.69;0;0
NASDAQ 100;D;20190311;000000;7050.56;7166.92;7049.56;7164.02;0;0
NASDAQ 100;D;20190312;000000;7175.91;7219.41;7167.05;7201.76;0;0
NASDAQ 100;D;20190313;000000;7201.28;7292.86;7201.28;7256.66;0;0
NASDAQ 100;D;20190314;000000;7256.98;7267.94;7240.96;7243.54;0;0
NASDAQ 100;D;20190315;000000;7243.01;7331.29;7243.01;7305.36;0;0
NASDAQ 100;D;20190316;000000;7306.99;7306.99;7306.99;7306.99;0;0
